Product,Monthly_Expense,Purchase_Frequency,Is_Seasonal,Label
Soap,1761,12.4,0,0
Cooking Oil,1010,12.2,0,0
Camera,23421,4.76,0,1
Salt,207,13.5,0,0
Gaming Console,20022,3.08,1,1
Gaming Console,25049,1.72,1,1
Smartphone,72505,0.59,0,1
Toothpaste,1135,19.6,0,0
Jewelry,55382,3.53,1,1
Toothpaste,1631,18.2,0,0
Luxury Watch,85704,3.72,0,1
Gaming Console,17324,4.75,1,1
Designer Bag,40706,4.31,1,1
Designer Bag,85981,3.24,0,1
Gaming Console,94270,4.85,0,1
Air Conditioner,19684,0.98,0,1
Perfume,44776,3.34,1,1
Gaming Console,48627,3.3,0,1
Jewelry,49861,4.21,0,1
Rice,1710,23.8,1,0
Smartphone,17402,0.26,1,1
Vegetables,1925,14.5,1,0
Salt,1693,14.5,0,0
Rice,1310,19.1,0,0
Vegetables,1783,22.0,1,0
Luxury Watch,18159,2.36,1,1
Jewelry,51394,0.37,1,1
Camera,76739,4.47,1,1
Jewelry,88169,1.17,0,1
Rice,1223,23.3,0,0
Salt,597,26.3,0,0
Bread,736,20.6,0,0
Milk,1541,17.1,1,0
Cooking Oil,1305,10.8,1,0
Smart TV,12300,0.41,0,1
Camera,38537,0.46,1,1
Smartphone,82007,2.13,1,1
Perfume,73200,3.7,1,1
Luxury Watch,12682,0.16,1,1
Rice,1515,28.8,1,0
Luxury Watch,92511,3.46,0,1
Milk,343,26.1,0,0
Laptop,93167,1.35,1,1
Air Conditioner,65428,1.38,0,1
Vegetables,705,20.3,0,0
Rice,1760,23.8,0,0
Soap,1829,18.5,0,0
Vegetables,583,27.4,1,0
Gaming Console,93981,3.3,0,1
Cooking Oil,326,29.6,0,0
Milk,1025,17.5,1,0
Shampoo,1277,27.9,0,0
Salt,1464,18.7,0,0
Luxury Watch,58936,3.72,0,1
Toothpaste,921,15.5,0,0
Laptop,91588,0.35,0,1
Cooking Oil,978,22.5,0,0
Jewelry,31039,1.6,0,1
Perfume,46371,4.59,1,1
Cooking Oil,463,18.7,0,0
Milk,819,21.1,1,0
Camera,44713,3.03,1,1
Cooking Oil,195,23.2,1,0
Jewelry,20651,0.69,1,1
Vegetables,1494,13.3,1,0
Milk,629,17.8,0,0
Jewelry,36240,0.8,0,1
Rice,197,26.9,0,0
Vegetables,502,16.1,1,0
Smartphone,41971,2.31,1,1
Milk,1534,11.9,0,0
Rice,836,10.5,0,0
Jewelry,24579,4.4,0,1
Air Conditioner,23448,4.22,1,1
Smart TV,49150,4.19,1,1
Laptop,30404,1.58,0,1
Rice,1000,26.6,0,0
Vegetables,1776,29.1,1,0
Shampoo,1994,20.8,1,0
Toothpaste,1235,10.9,0,0
Gaming Console,85950,1.42,1,1
Smartphone,13254,0.8,1,1
Jewelry,88334,0.24,1,1
Smart TV,77325,0.2,1,1
Vegetables,1873,21.7,0,0
Soap,812,10.4,1,0
Designer Bag,31089,4.59,1,1
Luxury Watch,30558,2.41,1,1
Vegetables,1982,15.1,0,0
Soap,930,25.2,1,0
Soap,1932,25.4,0,0
Jewelry,25199,3.09,0,1
Cooking Oil,731,11.3,1,0
Toothpaste,1236,16.8,0,0
Luxury Watch,55523,3.46,1,1
Luxury Watch,19842,3.8,1,1
Rice,544,23.2,0,0
Designer Bag,86338,1.04,1,1
Shampoo,206,21.3,1,0
Luxury Watch,25422,4.69,0,1
Rice,392,27.5,0,0
Camera,15939,1.57,1,1
Perfume,82270,2.3,1,1
Eggs,1240,23.3,0,0
Designer Bag,45503,2.85,0,1
Milk,602,26.1,0,0
Jewelry,90341,1.71,1,1
Bread,544,22.9,0,0
Bread,322,10.9,0,0
Gaming Console,16790,4.97,1,1
Smartphone,60836,2.65,1,1
Gaming Console,31190,3.09,1,1
Perfume,47489,4.78,1,1
Shampoo,908,17.1,0,0
Air Conditioner,38306,1.4,1,1
Luxury Watch,85391,2.63,1,1
Salt,1410,15.3,1,0
Eggs,662,15.8,1,0
Camera,47735,0.9,0,1
Vegetables,384,27.4,1,0
Milk,153,10.0,0,0
Laptop,43483,3.04,0,1
Shampoo,1703,14.0,1,0
Laptop,32741,4.4,1,1
Vegetables,461,15.8,0,0
Gaming Console,11612,4.76,1,1
Jewelry,73362,0.58,1,1
Milk,151,17.4,1,0
Salt,796,26.7,0,0
Milk,1986,19.4,0,0
Air Conditioner,47403,2.0,1,1
Air Conditioner,32206,0.51,1,1
Vegetables,1236,14.2,1,0
Laptop,20306,1.43,1,1
Designer Bag,72483,1.88,0,1
Bread,320,19.2,0,0
Gaming Console,29909,0.32,1,1
Salt,1878,13.9,1,0
Perfume,57061,3.57,1,1
Rice,2000,13.1,1,0
Camera,49277,0.2,1,1
Perfume,31070,1.59,0,1
Toothpaste,1471,19.5,0,0
Vegetables,202,12.7,1,0
Rice,250,17.7,1,0
Eggs,565,15.9,1,0
Air Conditioner,26886,4.5,1,1
Air Conditioner,54121,4.45,1,1
Gaming Console,10014,4.04,1,1
Smart TV,39622,4.75,1,1
Toothpaste,1210,21.3,0,0
Cooking Oil,1592,26.5,0,0
Perfume,60855,3.39,1,1
Eggs,1980,24.3,0,0
Rice,1493,19.0,0,0
Vegetables,1729,28.7,0,0
Vegetables,863,15.9,1,0
Shampoo,1170,26.7,1,0
Gaming Console,69723,3.35,0,1
Shampoo,1175,28.2,1,0
Designer Bag,76049,4.23,1,1
Gaming Console,84294,1.79,0,1
Salt,955,22.3,1,0
Air Conditioner,87109,3.74,1,1
Smartphone,58967,2.43,0,1
Laptop,65847,1.31,1,1
Camera,73502,0.38,1,1
Salt,1517,15.0,1,0
Luxury Watch,10092,4.02,0,1
Rice,320,23.4,0,0
Designer Bag,7701,3.2,0,1
Eggs,965,21.4,1,0
Salt,135,19.4,0,0
Smart TV,53204,0.06,1,1
Cooking Oil,291,10.9,0,0
Toothpaste,517,25.2,0,0
Eggs,1179,23.8,1,0
Milk,588,27.1,0,0
Milk,440,26.7,0,0
Rice,1455,23.7,0,0
Smartphone,42797,1.33,0,1
Camera,72627,2.98,0,1
Gaming Console,32363,2.58,0,1
Toothpaste,1573,15.8,0,0
Bread,1237,18.5,0,0
Designer Bag,34368,1.99,1,1
Salt,1483,15.2,1,0
Laptop,45722,2.16,0,1
Milk,1326,27.6,0,0
Laptop,63952,1.1,0,1
Salt,1989,12.5,0,0
Bread,1092,20.6,1,0
Toothpaste,1203,18.6,0,0
Jewelry,69959,3.45,0,1
Smartphone,57784,2.16,0,1
Cooking Oil,473,21.5,0,0
Gaming Console,51736,4.78,0,1
Cooking Oil,1052,21.7,1,0
Soap,555,24.7,0,0
Salt,1112,12.2,0,0
Milk,1111,12.6,1,0
Toothpaste,560,15.8,0,0
Soap,1084,28.6,0,0
Salt,1792,18.4,0,0
Gaming Console,65575,1.31,1,1
Shampoo,1858,16.9,1,0
Perfume,42850,0.87,1,1
Salt,1271,10.6,1,0
Shampoo,1467,15.6,0,0
Cooking Oil,411,26.0,0,0
Jewelry,95685,2.83,1,1
Shampoo,205,12.6,0,0
Smart TV,49294,1.22,0,1
Jewelry,29691,2.97,0,1
Camera,71548,1.29,0,1
Eggs,1035,28.3,0,0
Bread,1564,24.4,0,0
Designer Bag,46095,3.36,0,1
Camera,81789,3.78,0,1
Air Conditioner,83389,3.95,1,1
Milk,1784,24.3,1,0
Toothpaste,1558,26.3,1,0
Perfume,81867,2.65,1,1
Gaming Console,36467,2.09,1,1
Designer Bag,38019,1.86,1,1
Perfume,49311,2.36,0,1
Air Conditioner,91745,2.97,0,1
Gaming Console,82266,1.72,1,1
Smart TV,59286,2.3,1,1
Jewelry,48692,1.7,1,1
Jewelry,98395,2.03,1,1
Laptop,52960,0.52,1,1
Salt,184,13.6,1,0
Camera,5768,0.1,0,1
Perfume,86688,1.67,1,1
Toothpaste,1942,22.0,1,0
Cooking Oil,1495,12.6,1,0
Milk,558,29.5,0,0
Bread,1978,22.3,0,0
Bread,266,22.4,0,0
Gaming Console,23620,0.64,0,1
Eggs,1218,24.4,0,0
Smart TV,62144,4.84,0,1
Smart TV,95407,3.69,1,1
Jewelry,74710,1.05,1,1
Jewelry,54020,4.37,1,1
Eggs,727,10.9,0,0
Soap,1000,17.1,0,0
Smart TV,36885,0.36,1,1
Perfume,27927,3.42,1,1
Air Conditioner,90396,2.95,1,1
Shampoo,539,21.3,1,0
Soap,340,25.0,0,0
Salt,114,27.9,0,0
Toothpaste,1992,12.0,0,0
Bread,269,13.4,0,0
Luxury Watch,78114,4.82,0,1
Laptop,20998,1.88,1,1
Jewelry,82253,2.62,0,1
Cooking Oil,1674,17.5,0,0
Air Conditioner,40874,2.52,0,1
Luxury Watch,75427,1.14,1,1
Vegetables,893,25.7,0,0
Smartphone,18936,4.74,1,1
Camera,46672,2.44,0,1
Smartphone,39245,0.42,0,1
Gaming Console,51043,3.6,1,1
Eggs,294,11.1,0,0
Smartphone,34980,2.76,0,1
Smart TV,77004,4.77,0,1
Cooking Oil,1962,23.6,0,0
Smart TV,45683,0.31,1,1
Luxury Watch,10251,4.81,1,1
Rice,1050,29.0,1,0
Luxury Watch,19603,4.73,0,1
Bread,298,17.5,0,0
Bread,993,12.1,1,0
Eggs,236,25.3,0,0
Laptop,82367,4.58,0,1
Luxury Watch,59711,0.4,1,1
Salt,956,19.8,0,0
Air Conditioner,54144,0.62,1,1
Bread,1847,20.3,0,0
Laptop,75272,0.17,1,1
Cooking Oil,324,20.1,1,0
Shampoo,1297,27.8,0,0
Camera,51039,0.66,1,1
Milk,1115,14.8,1,0
Bread,191,22.5,0,0
Rice,1265,10.1,1,0
Soap,1032,21.2,1,0
Toothpaste,709,29.6,0,0
Toothpaste,614,22.9,0,0
Soap,1914,23.9,0,0
Shampoo,1474,25.3,0,0
Soap,410,23.4,0,0
Cooking Oil,820,21.7,1,0
Camera,97641,0.37,0,1
Camera,61652,0.6,1,1
Toothpaste,1338,12.7,0,0
Vegetables,272,15.1,1,0
Luxury Watch,63659,1.47,1,1
Perfume,64112,3.79,1,1
Laptop,97444,2.11,1,1
Jewelry,32086,4.31,1,1
Perfume,53922,3.43,0,1
Milk,1121,23.2,0,0
Designer Bag,66997,1.44,1,1
Salt,1074,15.9,1,0
Rice,1874,14.9,1,0
Air Conditioner,41846,3.34,1,1
Vegetables,1170,16.3,0,0
Smart TV,45597,3.77,1,1
Bread,1590,12.1,1,0
Smart TV,93185,1.09,0,1
Milk,1597,16.8,0,0
Rice,752,14.4,1,0
Smartphone,98488,1.34,1,1
Smart TV,70507,1.88,0,1
Milk,1204,22.7,1,0
Luxury Watch,35703,3.49,1,1
Soap,364,16.5,0,0
Camera,49094,1.14,1,1
Jewelry,48095,4.43,0,1
Perfume,75107,4.68,0,1
Vegetables,342,28.0,0,0
Bread,127,21.7,1,0
Cooking Oil,860,10.9,0,0
Toothpaste,751,28.4,0,0
Eggs,1257,25.1,1,0
Smart TV,39412,2.31,1,1
Soap,1812,26.5,0,0
Perfume,31806,0.63,0,1
Perfume,42123,3.55,0,1
Jewelry,7918,0.05,1,1
Luxury Watch,95952,3.66,1,1
Milk,1886,10.8,0,0
Vegetables,642,12.0,0,0
Bread,848,10.3,1,0
Designer Bag,84343,0.61,1,1
Designer Bag,97222,4.21,1,1
Bread,1715,16.1,1,0
Shampoo,242,14.1,0,0
Soap,524,21.6,0,0
Camera,8678,3.04,1,1
Eggs,767,21.1,1,0
Laptop,15678,3.37,1,1
Bread,494,16.3,1,0
Gaming Console,54601,4.84,1,1
Soap,1109,26.5,0,0
Soap,1001,15.8,0,0
Air Conditioner,36039,1.4,1,1
Camera,12770,1.1,0,1
Cooking Oil,186,17.8,0,0
Jewelry,59047,4.02,1,1
Camera,72332,2.71,1,1
Laptop,91701,1.45,1,1
Luxury Watch,55476,2.47,0,1
Salt,347,16.3,1,0
Toothpaste,904,23.0,0,0
Perfume,67914,0.7,0,1
Toothpaste,1037,12.6,0,0
Rice,1086,19.2,1,0
Gaming Console,71068,2.83,1,1
Jewelry,42488,3.28,1,1
Air Conditioner,21275,1.04,1,1
Luxury Watch,11538,1.17,0,1
Cooking Oil,823,12.8,0,0
Shampoo,768,26.3,0,0
Shampoo,1191,19.6,0,0
Soap,626,22.2,0,0
Eggs,1458,28.7,1,0
Gaming Console,19728,1.33,0,1
Salt,1718,12.3,0,0
Designer Bag,65554,4.63,1,1
Soap,1220,18.3,0,0
Smartphone,20219,3.34,1,1
Jewelry,45987,1.36,1,1
Toothpaste,116,21.5,0,0
Laptop,95428,2.64,1,1
Vegetables,630,29.9,1,0
Salt,195,24.0,0,0
Milk,314,11.3,0,0
Camera,98070,4.62,1,1
Camera,48001,0.14,1,1
Camera,11928,4.61,1,1
Rice,777,25.7,0,0
Salt,1652,24.8,0,0
Camera,95172,0.59,1,1
Bread,1844,19.1,0,0
Toothpaste,1940,17.2,1,0
Air Conditioner,52702,0.92,1,1
Milk,1257,26.9,0,0
Jewelry,68948,0.31,1,1
Cooking Oil,726,12.3,1,0
Shampoo,660,28.2,0,0
Eggs,556,22.0,0,0
Perfume,20544,1.57,0,1
Gaming Console,53255,2.13,1,1
Vegetables,1252,22.1,1,0
Soap,1553,23.0,1,0
Soap,553,18.0,0,0
Cooking Oil,1413,15.7,0,0
Perfume,70998,3.93,0,1
Laptop,67845,1.5,0,1
Smartphone,52400,4.95,1,1
Toothpaste,994,10.1,1,0
Vegetables,1397,13.7,1,0
Perfume,72349,1.5,1,1
Vegetables,349,21.9,0,0
Smart TV,13982,1.22,1,1
Bread,643,15.8,0,0
Toothpaste,1096,11.4,1,0
Rice,1305,17.4,0,0
Eggs,281,10.7,0,0
Smart TV,84983,1.09,0,1
Air Conditioner,98236,4.28,1,1
Cooking Oil,156,26.1,0,0
Cooking Oil,1294,14.9,0,0
Designer Bag,68167,4.35,1,1
Soap,636,12.9,0,0
Jewelry,27460,2.99,0,1
Shampoo,631,27.7,1,0
Smart TV,20573,2.65,1,1
Air Conditioner,6242,3.31,0,1
Perfume,38053,0.78,0,1
Air Conditioner,80289,2.38,1,1
Gaming Console,35867,2.26,0,1
Salt,728,18.4,0,0
Shampoo,738,13.7,1,0
Cooking Oil,972,24.0,0,0
Designer Bag,24536,1.11,1,1
Vegetables,536,16.9,0,0
Rice,249,22.9,0,0
Air Conditioner,23453,1.32,1,1
Vegetables,1788,22.2,1,0
Eggs,665,16.4,1,0
Milk,1733,24.3,0,0
Vegetables,1536,20.5,0,0
Milk,1333,10.7,0,0
Shampoo,1078,11.5,0,0
Soap,1305,23.9,1,0
Designer Bag,12789,0.59,0,1
Designer Bag,90836,2.94,1,1
Bread,1098,10.2,0,0
Smart TV,83704,2.24,0,1
Vegetables,1568,27.7,1,0
Bread,773,12.0,0,0
Toothpaste,1665,20.4,0,0
Salt,439,25.2,0,0
Bread,930,27.4,0,0
Rice,1086,28.5,1,0
Gaming Console,80640,0.77,1,1
Smartphone,31783,1.99,1,1
Luxury Watch,8356,2.47,0,1
Vegetables,1531,15.3,0,0
Vegetables,1554,26.1,0,0
Soap,1628,26.4,1,0
Shampoo,223,23.2,0,0
Smart TV,28264,4.94,1,1
Smartphone,34518,3.75,1,1
Smartphone,10161,4.35,1,1
Bread,1791,27.3,0,0
Toothpaste,1083,28.8,1,0
Laptop,81770,0.79,1,1
Jewelry,71211,0.87,1,1
Soap,344,10.5,0,0
Smart TV,83090,0.13,1,1
Toothpaste,999,17.4,1,0
Perfume,64377,1.56,0,1
Camera,15799,4.55,1,1
Gaming Console,77208,4.17,1,1
Salt,797,18.7,0,0
Bread,436,26.5,1,0
Smart TV,19268,3.71,1,1
Laptop,73531,1.18,0,1
Luxury Watch,87769,2.5,0,1
Jewelry,92894,3.17,1,1
Rice,1980,22.7,0,0
Perfume,19176,0.8,1,1
Laptop,38718,0.66,1,1
Designer Bag,37302,0.78,1,1
Camera,72917,4.65,1,1
Perfume,29539,2.93,1,1
Jewelry,57044,2.01,1,1
Salt,1222,15.6,0,0
Eggs,694,10.0,0,0
Luxury Watch,16996,3.35,0,1
Laptop,18109,3.69,1,1
Rice,945,19.6,1,0
Luxury Watch,61972,0.6,1,1
Soap,1155,20.9,0,0
Gaming Console,72513,1.29,0,1
Salt,1821,28.2,0,0
Camera,21038,0.87,0,1
Designer Bag,73743,1.47,1,1
Designer Bag,99514,4.64,1,1
Air Conditioner,83474,2.26,0,1
Gaming Console,80331,4.64,1,1
Soap,1093,23.6,1,0
Toothpaste,759,10.1,1,0
Camera,81970,3.32,0,1
Rice,655,16.3,1,0
Luxury Watch,74404,1.71,0,1
Laptop,8070,4.28,1,1
Jewelry,68842,3.12,1,1
Salt,819,27.5,1,0
Shampoo,1477,21.8,0,0
Gaming Console,29676,4.75,1,1
Air Conditioner,70529,4.78,1,1
Vegetables,1414,12.5,0,0
Cooking Oil,361,16.9,0,0
Luxury Watch,16723,3.82,1,1
Perfume,82719,2.38,1,1
Bread,1493,24.1,1,0
Laptop,7734,4.69,0,1
Smartphone,53171,2.31,1,1
Milk,1312,15.2,0,0
Luxury Watch,20590,3.52,1,1
Cooking Oil,396,22.5,0,0
Soap,169,25.3,0,0
Shampoo,1706,22.9,1,0
Jewelry,93964,3.01,1,1
Gaming Console,29175,2.4,1,1
Smartphone,64491,4.98,0,1
Rice,360,10.4,0,0
Perfume,77565,4.1,1,1
Soap,1940,10.7,0,0
Designer Bag,31691,4.53,1,1
Designer Bag,45629,2.7,1,1
Luxury Watch,45983,2.07,0,1
Soap,1710,17.4,1,0
Perfume,58408,0.85,1,1
Soap,764,25.1,1,0
Salt,1826,15.9,1,0
Eggs,985,10.8,0,0
Cooking Oil,1877,13.3,1,0
Luxury Watch,60226,1.93,1,1
Salt,939,13.2,1,0
Bread,1380,13.8,1,0
Shampoo,1470,29.7,0,0
Laptop,7339,1.37,1,1
Laptop,25295,0.94,1,1
Jewelry,12560,1.4,0,1
Smart TV,23404,2.51,0,1
Salt,1133,26.8,0,0
Shampoo,1392,20.8,1,0
Air Conditioner,40752,0.84,0,1
Rice,1534,23.2,1,0
Jewelry,55917,2.54,1,1
Shampoo,683,25.4,0,0
Salt,1785,24.0,0,0
Designer Bag,49544,0.13,1,1
Eggs,177,10.8,0,0
Jewelry,56479,4.93,1,1
Salt,575,22.2,1,0
Designer Bag,9905,4.39,1,1
Gaming Console,73719,4.87,1,1
Gaming Console,14195,0.86,1,1
Air Conditioner,67737,2.89,0,1
Gaming Console,61280,4.98,1,1
Smart TV,99677,3.16,1,1
Smartphone,48071,2.73,1,1
Cooking Oil,353,16.8,0,0
Eggs,806,18.3,1,0
Rice,1302,19.7,0,0
Laptop,75162,0.46,0,1
Eggs,1041,17.6,0,0
Cooking Oil,928,11.7,1,0
Camera,8136,3.77,1,1
Soap,1215,24.4,1,0
Toothpaste,1226,26.7,0,0
Vegetables,1602,17.4,1,0
Vegetables,1329,19.3,1,0
Bread,1419,25.5,0,0
Smartphone,33364,0.99,1,1
Gaming Console,66550,2.94,0,1
Smart TV,19551,4.72,1,1
Camera,39862,2.71,1,1
Perfume,77171,1.72,1,1
Soap,245,21.0,1,0
Gaming Console,73578,1.62,1,1
Laptop,37240,3.52,1,1
Air Conditioner,73921,2.0,1,1
Eggs,455,20.4,0,0
Soap,1657,11.2,0,0
Camera,39779,1.17,0,1
Milk,1803,27.4,0,0
Laptop,51057,1.15,0,1
Luxury Watch,9571,2.78,0,1
Gaming Console,18629,1.81,0,1
Shampoo,234,12.4,0,0
Gaming Console,75177,2.01,1,1
Smartphone,70595,2.68,0,1
Milk,598,27.3,0,0
Camera,5940,2.93,1,1
Cooking Oil,1778,15.5,0,0
Designer Bag,39951,3.63,0,1
Vegetables,326,16.2,1,0
Salt,513,21.4,0,0
Toothpaste,877,24.0,1,0
Toothpaste,1586,23.7,0,0
Perfume,30946,3.53,1,1
Eggs,1505,29.9,1,0
Milk,1908,23.0,0,0
Vegetables,654,13.0,1,0
Bread,1693,27.0,0,0
Soap,863,11.4,0,0
Laptop,77893,0.09,1,1
Cooking Oil,174,19.5,1,0
Bread,757,17.6,0,0
Milk,1568,19.1,1,0
Smartphone,81735,2.69,1,1
Air Conditioner,41729,0.97,1,1
Gaming Console,65545,4.1,1,1
Toothpaste,716,20.5,1,0
Designer Bag,86675,1.48,1,1
Camera,15696,1.99,0,1
Gaming Console,30949,4.28,1,1
Soap,1566,25.0,0,0
Perfume,79419,1.75,0,1
Eggs,1616,15.5,0,0
Cooking Oil,658,20.7,1,0
Air Conditioner,20048,2.72,0,1
Eggs,579,11.0,1,0
Shampoo,538,17.4,0,0
Salt,1594,29.2,0,0
Shampoo,427,18.3,0,0
Eggs,560,12.6,0,0
Jewelry,68144,4.79,1,1
Vegetables,630,21.8,1,0
Smart TV,99561,4.81,1,1
Gaming Console,73982,3.01,0,1
Soap,139,21.0,0,0
Air Conditioner,47513,1.84,0,1
Soap,538,20.1,0,0
Shampoo,1049,10.8,0,0
Milk,1125,26.8,1,0
Designer Bag,11412,2.31,1,1
Shampoo,1733,11.8,0,0
Vegetables,1788,12.0,0,0
Rice,1556,29.2,0,0
Salt,839,23.9,1,0
Toothpaste,1324,11.7,0,0
Salt,939,11.9,0,0
Laptop,96153,4.06,1,1
Toothpaste,1650,11.4,1,0
Luxury Watch,51924,3.13,1,1
Soap,1680,12.7,0,0
Toothpaste,196,25.8,1,0
Laptop,38847,3.77,1,1
Salt,1026,18.3,0,0
Bread,661,17.0,0,0
Luxury Watch,61158,2.87,1,1
Jewelry,91475,2.28,1,1
Perfume,68670,3.81,1,1
Smartphone,91491,2.76,1,1
Milk,1202,22.9,1,0
Jewelry,19975,0.08,1,1
Camera,81984,3.23,0,1
Smartphone,63573,0.87,1,1
Shampoo,1442,18.7,0,0
Toothpaste,578,10.4,0,0
Rice,261,26.5,0,0
Bread,1159,24.0,0,0
Luxury Watch,85444,4.42,0,1
Camera,64524,2.98,1,1
Smartphone,21203,3.84,0,1
Salt,779,19.3,0,0
Laptop,27366,0.39,1,1
Soap,1641,16.2,0,0
Laptop,82761,3.12,0,1
Toothpaste,1122,14.6,1,0
Toothpaste,942,19.5,1,0
Air Conditioner,99118,3.98,0,1
Smartphone,45924,2.76,1,1
Shampoo,733,17.7,1,0
Jewelry,66510,2.79,1,1
Vegetables,1696,29.7,0,0
Smartphone,56631,4.35,0,1
Designer Bag,82019,2.32,0,1
Bread,1249,26.3,1,0
Smartphone,11873,1.86,1,1
Gaming Console,30261,2.39,1,1
Milk,359,14.5,0,0
Jewelry,97094,4.13,1,1
Air Conditioner,79700,1.54,0,1
Designer Bag,81030,0.9,0,1
Shampoo,1972,21.1,0,0
Perfume,78450,3.4,0,1
Smart TV,95537,2.2,0,1
Cooking Oil,1120,28.9,0,0
Smartphone,57646,3.85,1,1
Toothpaste,625,24.8,0,0
Cooking Oil,815,16.6,1,0
Gaming Console,72050,1.44,0,1
Gaming Console,21019,4.7,1,1
Gaming Console,17889,2.93,0,1
Luxury Watch,9930,0.52,1,1
Eggs,1826,21.6,0,0
Gaming Console,39522,2.46,1,1
Smart TV,89196,4.29,0,1
Designer Bag,88856,1.94,1,1
Salt,255,16.4,0,0
Cooking Oil,840,18.4,1,0
Shampoo,1142,16.4,0,0
Perfume,43369,2.62,1,1
Rice,833,23.3,0,0
Luxury Watch,73420,1.38,1,1
Smartphone,15298,2.23,1,1
Milk,728,11.0,1,0
Vegetables,869,25.1,0,0
Designer Bag,53938,1.62,1,1
Vegetables,1242,18.3,0,0
Smart TV,89637,2.36,1,1
Shampoo,1989,11.0,1,0
Toothpaste,1494,29.8,1,0
Laptop,87101,3.9,1,1
Vegetables,1701,14.7,1,0
Perfume,60825,3.24,0,1
Jewelry,59591,2.5,1,1
Designer Bag,59689,2.22,1,1
Jewelry,7335,0.28,0,1
Shampoo,838,25.6,1,0
Smartphone,30927,1.79,1,1
Rice,1509,25.7,0,0
Gaming Console,77620,0.79,1,1
Salt,435,28.5,0,0
Designer Bag,83511,0.65,1,1
Vegetables,221,22.1,1,0
Jewelry,76370,4.85,1,1
Smartphone,69997,1.54,1,1
Perfume,69092,2.99,1,1
Jewelry,24621,0.52,0,1
Air Conditioner,65813,2.54,1,1
Vegetables,101,17.6,0,0
Toothpaste,454,25.5,0,0
Eggs,833,28.2,0,0
Designer Bag,85016,3.98,0,1
Luxury Watch,75999,1.84,1,1
Salt,773,26.9,0,0
Bread,1639,18.2,0,0
Designer Bag,10808,0.31,1,1
Rice,1645,29.5,1,0
Salt,279,12.6,1,0
Milk,1237,21.5,1,0
Jewelry,78428,3.78,1,1
Bread,927,15.4,0,0
Laptop,27531,1.1,0,1
Laptop,84735,2.18,1,1
Eggs,764,11.1,0,0
Air Conditioner,74882,0.64,1,1
Smart TV,59067,4.85,1,1
Bread,1902,28.1,0,0
Rice,1789,10.4,0,0
Bread,526,17.2,0,0
Gaming Console,81133,3.79,1,1
Bread,366,23.8,0,0
Vegetables,1793,19.5,1,0
Smartphone,85070,4.3,1,1
Soap,799,22.2,0,0
Shampoo,674,23.9,0,0
Rice,575,24.9,1,0
Salt,348,28.9,0,0
Perfume,65135,1.57,1,1
Designer Bag,17633,1.41,1,1
Eggs,1182,24.0,0,0
Vegetables,1314,25.3,0,0
Bread,1972,23.0,0,0
Eggs,1612,24.1,0,0
Jewelry,78999,3.99,1,1
Milk,1738,21.3,0,0
Cooking Oil,1921,10.7,1,0
Toothpaste,758,25.3,1,0
Eggs,1041,25.6,0,0
Smartphone,46676,1.73,0,1
Soap,806,15.7,0,0
Perfume,68437,1.43,0,1
Vegetables,1332,26.4,0,0
Air Conditioner,80321,3.23,0,1
Soap,357,16.0,1,0
Smartphone,93622,2.69,0,1
Shampoo,532,15.0,0,0
Designer Bag,88888,3.89,1,1
Gaming Console,40858,3.83,1,1
Eggs,711,15.0,0,0
Laptop,87575,2.1,1,1
Eggs,642,15.7,1,0
Eggs,257,10.2,0,0
Smartphone,95057,2.21,1,1
Cooking Oil,706,25.6,1,0
Camera,19593,4.34,1,1
Laptop,18926,0.89,0,1
Designer Bag,31838,0.41,0,1
Jewelry,39722,3.06,1,1
Toothpaste,176,22.4,1,0
Shampoo,1181,11.4,0,0
Gaming Console,18894,1.66,1,1
Luxury Watch,63943,4.29,0,1
Soap,812,14.5,0,0
Designer Bag,12757,4.46,0,1
Jewelry,48997,1.77,1,1
Air Conditioner,79651,1.93,0,1
Salt,1352,26.2,0,0
Smartphone,94197,2.67,1,1
Eggs,917,19.9,0,0
Bread,297,17.0,0,0
Eggs,1356,18.0,1,0
Vegetables,798,27.4,0,0
Perfume,72983,3.19,1,1
Shampoo,1363,21.1,1,0
Vegetables,1703,23.8,0,0
Cooking Oil,830,25.5,0,0
Luxury Watch,69915,1.26,0,1
Eggs,1674,27.3,0,0
Shampoo,1882,28.5,0,0
Camera,56533,2.12,0,1
Laptop,59241,0.22,1,1
Rice,676,11.3,0,0
Rice,1345,10.9,0,0
Vegetables,103,27.6,0,0
Jewelry,46113,3.71,0,1
Toothpaste,563,11.4,0,0
Laptop,47789,2.74,1,1
Salt,1446,17.7,1,0
Smartphone,79150,0.39,1,1
Salt,872,14.0,1,0
Eggs,655,20.4,1,0
Air Conditioner,71406,3.04,0,1
Smartphone,37708,2.46,0,1
Soap,1743,17.7,0,0
Vegetables,790,14.4,1,0
Designer Bag,62536,5.0,1,1
Salt,1138,24.2,1,0
Milk,1501,29.3,1,0
Shampoo,1351,22.5,0,0
Air Conditioner,85011,0.27,0,1
Perfume,18349,3.66,0,1
Eggs,913,14.4,0,0
Rice,1003,25.5,0,0
Salt,615,29.6,0,0
Milk,1899,27.7,0,0
Vegetables,1713,16.2,0,0
Salt,925,29.6,0,0
Rice,632,20.8,0,0
Bread,732,17.7,0,0
Perfume,6672,3.28,1,1
Toothpaste,481,12.7,1,0
Air Conditioner,98003,0.89,1,1
